tick,kind,species,patch_x,patch_y,x,y,cause,detail
1283,birth,grazer,19,26,159,212,,5166
1283,birth,grazer,26,6,214,52,,5167
1283,birth,grazer,25,13,202,108,,5168
1283,birth,grazer,28,30,224,247,,5169
1283,birth,grazer,18,19,149,152,,5170
1284,birth,grazer,9,9,76,76,,5171
1284,birth,grazer,1,28,13,226,,5172
1284,birth,grazer,27,20,222,163,,5173
1284,birth,grazer,1,28,15,225,,5174
1284,birth,grazer,1,26,14,211,,5175
1284,birth,grazer,4,19,32,153,,5176
1284,birth,grazer,7,24,63,196,,5177
1284,birth,grazer,31,15,248,124,,5178
1284,birth,grazer,29,24,238,197,,5179
1284,birth,grazer,24,21,194,171,,5180
1284,birth,grazer,20,26,167,208,,5181
1284,birth,grazer,14,9,113,75,,5182
1284,birth,grazer,15,8,122,68,,5183
1284,birth,grazer,15,23,126,190,,5184
1284,birth,grazer,2,28,16,226,,5185
1284,birth,grazer,10,9,82,76,,5186
1285,birth,grazer,0,29,0,239,,5187
1285,birth,grazer,6,7,50,58,,5188
1285,birth,grazer,0,30,2,244,,5189
1285,birth,grazer,7,14,57,112,,5190
1285,birth,grazer,9,10,77,82,,5191
1285,birth,grazer,9,24,73,195,,5192
1285,birth,grazer,6,9,54,78,,5193
1285,birth,grazer,0,28,7,227,,5194
1286,birth,grazer,2,10,23,82,,5195
1286,birth,grazer,3,4,29,36,,5196
1286,birth,grazer,18,23,150,191,,5197
1286,birth,grazer,11,28,88,224,,5198
1286,birth,grazer,8,23,64,191,,5199
1286,birth,grazer,7,20,60,162,,5200
1286,birth,grazer,2,20,23,160,,5201
1286,birth,grazer,31,31,248,251,,5202
1286,birth,grazer,24,11,193,93,,5203
1286,birth,grazer,11,28,93,226,,5204
1287,birth,grazer,6,7,55,57,,5205
1287,birth,grazer,22,24,177,199,,5206
1287,birth,grazer,25,27,202,217,,5207
1287,birth,grazer,28,12,224,102,,5208
1287,birth,grazer,2,20,22,160,,5209
1287,birth,grazer,27,6,217,48,,5210
1287,birth,grazer,10,19,85,153,,5211
1287,birth,grazer,26,28,214,224,,5212
1288,birth,grazer,8,25,69,201,,5213
1288,birth,grazer,22,27,177,221,,5214
1288,birth,grazer,27,7,222,60,,5215
1288,birth,grazer,10,28,80,229,,5216
1288,birth,grazer,18,18,148,147,,5217
1288,birth,grazer,5,19,40,158,,5218
1288,birth,grazer,21,25,173,207,,5219
1288,birth,grazer,31,5,249,43,,5220
1288,birth,grazer,4,12,37,98,,5221
1288,birth,grazer,24,25,195,207,,5222
1288,birth,grazer,25,24,207,193,,5223
1288,birth,grazer,25,24,204,198,,5224
1288,birth,grazer,24,14,197,116,,5225
1288,birth,grazer,19,4,153,33,,5226
1288,birth,grazer,26,26,215,208,,5227
1288,birth,grazer,24,26,194,209,,5228
1288,birth,grazer,28,13,230,105,,5229
1288,birth,grazer,27,9,220,72,,5230
1289,birth,grazer,30,14,245,112,,5231
1289,birth,grazer,5,25,41,201,,5232
1289,birth,grazer,3,12,31,102,,5233
1289,birth,grazer,19,23,154,191,,5234
1289,birth,grazer,1,25,15,203,,5235
1289,birth,grazer,2,14,20,112,,5236
1289,birth,grazer,12,21,98,170,,5237
1289,birth,grazer,7,5,61,41,,5238
1289,birth,grazer,4,3,39,25,,5239
1289,birth,grazer,27,12,216,97,,5240
1289,birth,grazer,28,6,225,55,,5241
1289,death,grazer,30,3,243,25,crowded,4499
1289,death,grazer,12,2,101,21,eaten,229
1290,birth,grazer,28,8,224,71,,5242
1290,birth,grazer,22,26,177,208,,5243
1290,birth,grazer,27,12,223,101,,5244
1290,birth,grazer,13,0,109,1,,5245
1290,birth,grazer,12,25,102,204,,5246
1290,birth,grazer,0,28,5,225,,5247
1290,birth,grazer,25,10,203,81,,5248
1290,birth,grazer,24,24,193,193,,5249
1290,birth,grazer,22,26,177,213,,5250
1290,ignition,,5,12,,,,
1291,birth,grazer,15,7,120,60,,5251
1291,birth,grazer,2,18,21,150,,5252
1291,birth,grazer,6,26,51,215,,5253
1291,birth,grazer,23,4,187,39,,5254
1291,birth,grazer,2,10,22,80,,5255
1291,birth,grazer,22,23,180,191,,5256
1291,birth,grazer,5,11,44,93,,5257
1292,birth,grazer,4,5,39,43,,5258
1292,birth,grazer,28,24,231,199,,5259
1292,birth,grazer,21,18,168,145,,5260
1292,birth,grazer,25,4,207,35,,5261
1292,birth,grazer,0,23,0,191,,5262
1292,birth,grazer,18,21,149,175,,5263
1292,birth,grazer,0,30,1,245,,5264
1292,birth,grazer,20,23,165,189,,5265
1293,birth,grazer,2,24,17,196,,5266
1293,birth,grazer,7,4,59,34,,5267
1293,birth,grazer,29,19,234,153,,5268
1293,birth,grazer,2,11,23,93,,5269
1293,birth,grazer,8,28,68,229,,5270
1293,birth,grazer,6,18,53,150,,5271
1293,birth,grazer,12,8,103,67,,5272
1293,birth,grazer,2,5,19,45,,5273
1293,birth,grazer,8,14,71,119,,5274
1293,birth,grazer,4,22,35,182,,5275
1293,birth,grazer,10,10,86,85,,5276
1293,birth,grazer,0,22,0,176,,5277
1293,birth,grazer,1,27,8,221,,5278
1293,birth,grazer,9,20,72,163,,5279
1293,spread,,5,11,,,,389
1293,burnout,,5,12,,,,
1294,birth,grazer,18,25,148,207,,5280
1294,birth,grazer,7,20,60,161,,5281
1294,birth,grazer,0,17,0,139,,5282
1294,birth,grazer,9,4,72,33,,5283
1294,birth,grazer,17,28,140,226,,5284
1294,birth,grazer,26,23,212,186,,5285
1294,birth,grazer,14,10,112,82,,5286
1294,birth,grazer,26,24,215,192,,5287
1294,birth,grazer,26,24,208,194,,5288
1294,birth,grazer,2,9,23,72,,5289
1294,birth,grazer,2,9,23,72,,5290
1294,birth,grazer,13,7,105,60,,5291
1294,birth,grazer,5,15,47,127,,5292
1294,birth,grazer,31,5,249,40,,5293
1294,birth,grazer,2,27,16,216,,5294
1294,spread,,4,11,,,,357
1295,birth,grazer,5,5,43,43,,5295
1295,death,grazer,30,3,241,26,crowded,2194
1295,birth,grazer,16,24,129,199,,5296
1295,birth,grazer,0,27,7,220,,5297
1295,storm,,0,0,,,,2.1867 0.6644 0.0539
1296,birth,grazer,14,13,112,104,,5298
1296,birth,grazer,5,12,46,103,,5299
1296,birth,grazer,9,28,79,229,,5300
1296,birth,grazer,13,13,104,104,,5301
1296,birth,grazer,7,4,63,37,,5302
1296,burnout,,5,11,,,,
1297,birth,grazer,21,17,168,139,,5303
1297,birth,grazer,25,21,204,172,,5304
1297,birth,grazer,11,18,88,151,,5305
1297,birth,grazer,14,4,117,34,,5306
1297,birth,grazer,7,18,58,144,,5307
1297,birth,grazer,27,13,219,104,,5308
1297,birth,grazer,10,22,80,183,,5309
1297,birth,grazer,6,25,55,202,,5310
1297,birth,grazer,11,3,95,24,,5311
1297,birth,grazer,0,20,0,167,,5312
1297,birth,grazer,8,22,64,183,,5313
1297,birth,grazer,8,13,70,109,,5314
1297,birth,grazer,5,9,42,75,,5315
1297,burnout,,4,11,,,,
1298,birth,grazer,25,23,202,191,,5316
1298,birth,grazer,25,26,205,208,,5317
1298,birth,grazer,22,17,183,142,,5318
1298,birth,grazer,21,30,168,247,,5319
1298,birth,grazer,16,28,132,224,,5320
1298,birth,grazer,26,25,211,200,,5321
1298,birth,grazer,22,31,179,248,,5322
1298,birth,grazer,23,31,184,249,,5323
1298,birth,grazer,10,4,82,33,,5324
1298,birth,grazer,6,13,50,105,,5325
1298,birth,grazer,27,25,216,202,,5326
1298,birth,grazer,20,31,164,249,,5327
1298,storm,,0,0,,,,27.8816 11.2612 7.8838
1299,birth,grazer,13,10,108,86,,5328
1299,birth,grazer,22,17,182,136,,5329
1299,birth,grazer,24,30,192,245,,5330
1299,birth,grazer,23,30,188,246,,5331
1299,birth,grazer,21,23,170,189,,5332
1299,birth,grazer,30,27,245,219,,5333
1299,birth,grazer,28,26,231,208,,5334
1299,birth,grazer,24,25,197,200,,5335
1299,birth,grazer,21,31,168,248,,5336
1300,birth,grazer,3,5,24,45,,5337
1300,birth,grazer,18,24,150,198,,5338
1300,birth,grazer,1,26,15,210,,5339
1300,birth,grazer,0,29,0,237,,5340
1300,birth,grazer,16,0,128,0,,5341
1300,birth,grazer,14,0,117,0,,5342
1300,birth,grazer,7,23,60,185,,5343
1300,birth,grazer,0,26,0,209,,5344
1300,birth,grazer,20,30,161,247,,5345
1300,death,grazer,18,2,149,21,eaten,165
1300,germination,tree,6,3,53,26,,5346
1300,tree_death,tree,4,5,35,45,crowded,15
1300,germination,tree,19,7,153,56,,5347
1300,germination,tree,26,18,215,147,,5348
1300,germination,tree,28,21,230,174,,5349
1300,germination,tree,11,23,94,189,,5350
1300,germination,tree,24,24,192,197,,5351
1300,germination,tree,29,27,234,220,,5352
1300,germination,tree,3,27,26,221,,5353
1300,germination,tree,25,27,203,221,,5354
1300,germination,tree,18,27,148,218,,5355
1300,germination,tree,13,28,108,224,,5356
1300,germination,tree,23,31,184,250,,5357
1300,germination,tree,14,5,112,43,,5358
1300,germination,tree,18,5,149,43,,5359
1300,germination,tree,27,22,217,179,,5360
1300,germination,tree,25,24,206,198,,5361
1300,germination,tree,28,27,229,218,,5362
1300,germination,tree,28,26,225,213,,5363
1300,germination,tree,17,31,137,252,,5364
1300,tree_death,tree,25,25,205,206,crowded,637
1300,tree_death,tree,28,12,229,98,crowded,701
1300,germination,tree,26,17,215,141,,5365
1300,germination,tree,27,21,221,171,,5366
1300,germination,tree,12,23,97,191,,5367
1300,tree_death,tree,24,24,198,197,crowded,762
1300,germination,tree,4,27,33,220,,5368
1300,germination,tree,28,27,227,223,,5369
1300,germination,tree,16,28,128,225,,5370
1300,ignition,,31,9,,,,
1301,birth,grazer,22,30,182,247,,5371
1301,birth,grazer,4,14,35,119,,5372
1301,birth,grazer,9,27,73,216,,5373
1301,birth,grazer,11,19,95,159,,5374
1301,birth,grazer,19,19,157,157,,5375
1301,birth,grazer,7,27,63,222,,5376
1301,birth,grazer,4,14,33,116,,5377
1301,birth,grazer,28,23,229,190,,5378
1301,birth,grazer,25,23,204,184,,5379
1301,birth,grazer,24,23,192,190,,5380
1301,birth,grazer,22,30,183,247,,5381
1301,birth,grazer,11,19,95,159,,5382
1302,birth,grazer,8,19,67,152,,5383
1302,birth,grazer,15,12,120,96,,5384
1302,birth,grazer,11,15,95,122,,5385
1302,birth,grazer,21,19,168,152,,5386
1302,birth,grazer,12,14,96,113,,5387
1302,birth,grazer,10,23,87,191,,5388
1302,birth,grazer,10,23,84,190,,5389
1302,birth,grazer,7,19,59,155,,5390
1302,birth,grazer,0,24,0,199,,5391
1302,birth,grazer,12,19,96,159,,5392
1302,birth,grazer,27,21,220,168,,5393
1302,birth,grazer,31,24,250,192,,5394
1302,birth,grazer,15,27,124,223,,5395
1302,birth,grazer,16,23,128,191,,5396
1302,spread,,31,10,,,,319
1303,birth,grazer,4,15,32,120,,5397
1303,birth,grazer,6,22,53,181,,5398
1303,birth,grazer,25,26,200,212,,5399
1303,birth,grazer,21,7,173,56,,5400
1303,birth,grazer,12,25,97,200,,5401
1303,birth,grazer,5,6,41,53,,5402
1303,birth,grazer,13,21,104,174,,5403
1303,birth,grazer,5,17,40,139,,5404
1303,birth,grazer,8,26,71,212,,5405
1303,birth,grazer,11,26,91,215,,5406
1303,birth,grazer,18,27,144,216,,5407
1303,birth,grazer,5,20,43,162,,5408
1303,birth,grazer,29,21,232,173,,5409
1303,spread,,31,8,,,,319
1303,burnout,,31,9,,,,
1304,birth,grazer,25,15,202,125,,5410
1304,birth,grazer,10,15,82,127,,5411
1304,birth,grazer,29,10,232,80,,5412
1304,birth,grazer,21,24,172,199,,5413
1304,birth,grazer,26,7,209,63,,5414
1304,birth,grazer,10,22,81,178,,5415
1304,birth,grazer,13,11,104,88,,5416
1304,birth,grazer,5,17,41,142,,5417
1304,birth,grazer,11,23,93,191,,5418
1304,birth,grazer,7,7,59,60,,5419
1304,birth,grazer,28,21,228,175,,5420
1304,birth,grazer,8,13,67,106,,5421
1305,birth,grazer,20,24,160,196,,5422
1305,birth,grazer,29,15,233,126,,5423
1305,spread,,30,8,,,,287
1305,burnout,,31,10,,,,
1306,birth,grazer,9,9,75,75,,5424
1306,birth,grazer,25,20,207,167,,5425
1306,birth,grazer,10,20,82,161,,5426
1306,birth,grazer,10,24,81,198,,5427
1306,birth,grazer,28,10,231,86,,5428
1306,birth,grazer,8,21,66,173,,5429
1306,death,grazer,30,3,240,31,eaten,2245
1306,burnout,,31,8,,,,
1307,birth,grazer,2,27,16,223,,5430
1307,birth,grazer,30,17,241,136,,5431
1307,birth,grazer,6,16,53,132,,5432
1307,birth,grazer,2,14,20,112,,5433
1307,birth,grazer,8,23,66,187,,5434
1307,birth,grazer,23,25,185,205,,5435
1307,birth,grazer,7,13,63,109,,5436
1307,birth,grazer,12,20,96,160,,5437
1307,birth,grazer,12,15,96,120,,5438
1307,birth,grazer,9,13,73,105,,5439
1308,birth,grazer,9,20,77,164,,5440
1308,birth,grazer,16,27,128,217,,5441
1308,birth,grazer,11,12,94,102,,5442
1308,birth,grazer,23,31,185,248,,5443
1308,birth,grazer,22,12,183,101,,5444
1308,death,grazer,30,3,242,25,crowded,3013
1308,birth,grazer,1,25,15,203,,5445
1308,birth,grazer,24,26,193,215,,5446
1308,birth,grazer,23,30,185,247,,5447
1308,birth,grazer,5,3,46,26,,5448
1308,burnout,,30,8,,,,
1308,tree_death,tree,30,8,241,69,burnt,2087
1309,birth,grazer,30,15,240,125,,5449
1309,birth,grazer,5,17,40,136,,5450
1309,birth,grazer,24,10,192,80,,5451
1309,birth,grazer,1,0,13,0,,5452
1309,birth,grazer,8,7,69,59,,5453
1309,birth,grazer,11,28,92,224,,5454
1309,birth,grazer,4,19,32,152,,5455
1309,birth,grazer,11,20,95,161,,5456
1309,birth,grazer,9,10,72,86,,5457
1310,birth,grazer,31,2,254,20,,5458
1310,birth,grazer,31,9,248,79,,5459
1310,birth,grazer,30,6,246,54,,5460
1310,birth,grazer,2,7,23,56,,5461
1310,birth,grazer,24,9,197,76,,5462
1310,birth,grazer,28,6,225,54,,5463
1310,death,grazer,30,3,242,25,crowded,1984
1310,birth,grazer,28,16,226,130,,5464
1311,birth,grazer,23,25,190,204,,5465
1311,birth,grazer,17,26,136,211,,5466
1311,birth,grazer,30,6,247,48,,5467
1311,birth,grazer,29,13,234,107,,5468
1311,death,grazer,30,3,242,25,crowded,4256
1312,birth,grazer,30,23,245,188,,5469
1312,birth,grazer,5,16,43,135,,5470
1312,birth,grazer,25,9,207,76,,5471
1312,birth,grazer,27,21,217,171,,5472
1312,birth,grazer,30,7,245,63,,5473
1313,birth,grazer,29,4,236,35,,5474
1313,birth,grazer,30,19,246,154,,5475
1313,birth,grazer,8,3,66,25,,5476
1313,birth,grazer,7,24,63,193,,5477
1313,birth,grazer,15,23,120,191,,5478
1313,birth,grazer,11,13,95,104,,5479
1313,birth,grazer,21,17,170,139,,5480
1313,birth,grazer,3,25,30,200,,5481
1313,birth,grazer,13,13,104,104,,5482
1313,birth,grazer,6,24,48,195,,5483
1313,birth,grazer,9,23,75,191,,5484
1313,birth,grazer,7,26,56,208,,5485
1313,birth,grazer,10,18,86,147,,5486
1313,birth,grazer,31,6,255,52,,5487
1313,birth,grazer,29,9,238,73,,5488
1314,birth,grazer,29,27,239,216,,5489
1314,birth,grazer,11,23,95,190,,5490
1314,birth,grazer,20,21,160,169,,5491
1314,birth,grazer,10,19,84,153,,5492
1314,birth,grazer,29,20,237,164,,5493
1314,birth,grazer,4,11,37,89,,5494
1314,birth,grazer,2,2,20,22,,5495
1314,birth,grazer,26,6,215,54,,5496
1315,birth,grazer,21,30,168,247,,5497
1315,birth,grazer,23,10,190,81,,5498
1315,birth,grazer,8,6,66,49,,5499
1315,birth,grazer,6,4,53,32,,5500
1315,birth,grazer,9,25,79,207,,5501
1315,birth,grazer,12,4,97,33,,5502
1315,birth,grazer,10,24,85,197,,5503
1315,birth,grazer,0,29,0,232,,5504
1315,birth,grazer,11,15,94,120,,5505
1315,birth,grazer,9,2,78,22,,5506
1315,storm,,0,0,,,,0.9082 0.2690 0.0183
1316,birth,grazer,9,22,72,179,,5507
1316,birth,grazer,2,12,23,98,,5508
1316,birth,grazer,6,14,48,117,,5509
1316,birth,grazer,25,14,206,116,,5510
1316,birth,grazer,29,14,232,118,,5511
1316,birth,grazer,31,13,251,104,,5512
1316,birth,grazer,29,13,239,111,,5513
1316,birth,grazer,7,15,59,127,,5514
1316,birth,grazer,10,25,83,207,,5515
1316,birth,grazer,10,17,82,136,,5516
1316,birth,grazer,11,13,94,110,,5517
1316,birth,grazer,30,25,247,201,,5518
1316,birth,grazer,31,4,253,34,,5519
1316,birth,grazer,11,4,95,33,,5520
1316,birth,grazer,1,30,9,247,,5521
1316,birth,grazer,29,12,234,103,,5522
1317,birth,grazer,6,2,48,23,,5523
1317,birth,grazer,2,7,22,58,,5524
1317,birth,grazer,4,13,32,104,,5525
1317,birth,grazer,18,18,151,148,,5526
1317,birth,grazer,27,11,223,92,,5527
1317,birth,grazer,24,14,194,112,,5528
1317,birth,grazer,4,11,32,94,,5529
1317,birth,grazer,20,7,163,56,,5530
1317,birth,grazer,7,15,61,125,,5531
1317,birth,grazer,14,9,112,77,,5532
1317,birth,grazer,7,17,59,143,,5533
1317,birth,grazer,26,13,215,106,,5534
1317,birth,grazer,18,22,145,176,,5535
1317,birth,grazer,17,27,139,219,,5536
1317,birth,grazer,26,12,215,100,,5537
1317,birth,grazer,28,13,231,109,,5538
1318,birth,grazer,10,3,81,25,,5539
1318,birth,grazer,6,11,55,88,,5540
1318,birth,grazer,22,12,183,101,,5541
1318,birth,grazer,10,6,81,50,,5542
1318,birth,grazer,10,28,80,229,,5543
1318,birth,grazer,23,20,190,161,,5544
1319,birth,grazer,2,6,23,54,,5545
1319,death,grazer,30,3,243,24,crowded,1098
1319,birth,grazer,30,14,241,115,,5546
1319,birth,grazer,16,24,129,198,,5547
1319,birth,grazer,29,11,239,92,,5548
1319,birth,grazer,8,5,71,40,,5549
1319,birth,grazer,21,6,174,49,,5550
1319,birth,grazer,25,4,201,37,,5551
1320,birth,grazer,29,2,234,22,,5552
1320,birth,grazer,11,18,90,146,,5553
1320,birth,grazer,20,30,163,247,,5554
1320,birth,grazer,27,23,217,188,,5555
1320,birth,grazer,9,6,76,49,,5556
1320,birth,grazer,21,4,175,33,,5557
1320,birth,grazer,22,7,182,56,,5558
1320,birth,grazer,7,12,57,96,,5559
1320,birth,grazer,21,24,174,196,,5560
1320,birth,grazer,28,20,227,164,,5561
1320,birth,grazer,29,25,237,201,,5562
1320,birth,grazer,28,10,229,87,,5563
1320,birth,grazer,4,21,33,169,,5564
1320,birth,grazer,29,3,235,24,,5565
1321,birth,grazer,19,22,152,176,,5566
1321,birth,grazer,24,17,192,138,,5567
1321,birth,grazer,0,16,0,135,,5568
1321,death,grazer,30,3,243,24,crowded,3193
1321,birth,grazer,4,12,37,103,,5569
1321,birth,grazer,3,9,27,79,,5570
1321,birth,grazer,25,3,200,29,,5571
1321,death,grazer,20,24,167,194,eaten,1136
1322,birth,grazer,7,5,62,46,,5572
1322,birth,grazer,10,21,82,172,,5573
1322,birth,grazer,5,14,45,115,,5574
1322,birth,grazer,14,13,112,104,,5575
1322,birth,grazer,5,10,44,86,,5576
1322,birth,grazer,3,20,28,166,,5577
1322,birth,grazer,25,17,207,140,,5578
1322,birth,grazer,12,19,96,158,,5579
1322,birth,grazer,31,27,251,220,,5580
1322,birth,grazer,21,7,171,58,,5581
1322,birth,grazer,19,7,159,59,,5582
1322,birth,grazer,24,22,192,183,,5583
1322,birth,grazer,24,22,196,181,,5584
1323,birth,grazer,6,22,50,178,,5585
1323,birth,grazer,18,11,150,92,,5586
1323,birth,grazer,20,26,165,210,,5587
1323,birth,grazer,15,7,120,59,,5588
1323,birth,grazer,23,21,185,169,,5589
1323,birth,grazer,18,8,148,65,,5590
1323,birth,grazer,20,11,162,88,,5591
1323,birth,grazer,15,24,127,195,,5592
1323,birth,grazer,20,10,163,84,,5593
1323,birth,grazer,19,11,155,90,,5594
1323,birth,grazer,20,11,163,92,,5595
1324,birth,grazer,26,20,210,160,,5596
1324,birth,grazer,20,10,162,86,,5597
1324,death,grazer,6,5,52,40,crowded,409
1324,birth,grazer,6,3,52,24,,5598
1324,birth,grazer,26,4,215,39,,5599
1324,birth,grazer,6,25,48,200,,5600
1324,birth,grazer,20,12,162,96,,5601
1324,birth,grazer,29,18,239,145,,5602
1324,birth,grazer,11,19,93,158,,5603
1324,birth,grazer,29,11,234,93,,5604
1325,birth,grazer,15,27,127,219,,5605
1325,birth,grazer,24,6,196,48,,5606
1325,birth,grazer,21,12,168,96,,5607
1325,birth,grazer,22,6,180,52,,5608
1325,birth,grazer,30,16,244,132,,5609
1325,death,grazer,6,4,48,37,crowded,2817
1325,birth,grazer,21,24,171,197,,5610
1325,birth,grazer,20,4,167,34,,5611
1325,birth,grazer,23,4,189,39,,5612
1325,birth,grazer,17,22,143,176,,5613
1325,birth,grazer,17,22,143,176,,5614
1326,birth,grazer,24,15,194,125,,5615
1326,birth,grazer,27,19,221,152,,5616
1326,birth,grazer,31,2,248,23,,5617
1326,birth,grazer,12,20,96,163,,5618
1326,birth,grazer,7,18,58,151,,5619
1326,birth,grazer,27,5,216,40,,5620
1326,birth,grazer,12,23,103,191,,5621
1326,birth,grazer,12,23,97,191,,5622
1326,birth,grazer,31,3,248,24,,5623
1326,birth,grazer,8,24,69,192,,5624
1326,birth,grazer,20,12,163,100,,5625
1326,birth,grazer,19,11,159,95,,5626
1326,birth,grazer,5,11,43,92,,5627
1326,birth,grazer,17,23,137,191,,5628
1327,birth,grazer,14,7,113,61,,5629
1327,birth,grazer,25,6,203,48,,5630
1327,birth,grazer,6,27,49,218,,5631
1327,birth,grazer,19,5,159,43,,5632
1327,birth,grazer,17,3,143,26,,5633
1327,birth,grazer,23,6,190,48,,5634
1327,birth,grazer,31,3,248,24,,5635
1328,birth,grazer,14,22,112,183,,5636
1328,birth,grazer,27,19,217,159,,5637
1328,birth,grazer,12,2,96,21,,5638
1328,birth,grazer,9,15,72,127,,5639
1328,birth,grazer,18,26,146,208,,5640
1328,birth,grazer,22,20,183,164,,5641
1329,birth,grazer,14,10,112,81,,5642
1329,birth,grazer,22,17,182,136,,5643
1329,birth,grazer,19,4,153,39,,5644
1329,birth,grazer,7,24,58,192,,5645
1329,birth,grazer,3,23,30,190,,5646
1329,birth,grazer,28,26,231,208,,5647
1329,birth,grazer,19,12,159,98,,5648
1329,birth,grazer,12,4,102,37,,5649
1329,birth,grazer,6,22,51,183,,5650
1329,birth,grazer,1,26,15,209,,5651
1329,birth,grazer,24,21,196,169,,5652
1329,birth,grazer,12,3,102,30,,5653
1329,birth,grazer,6,6,48,50,,5654
1329,birth,grazer,19,8,152,66,,5655
1330,birth,grazer,2,6,23,49,,5656
1330,birth,grazer,2,11,21,89,,5657
1330,birth,grazer,25,21,201,172,,5658
1330,birth,grazer,6,5,48,46,,5659
1330,birth,grazer,15,28,127,226,,5660
1330,birth,grazer,14,27,118,223,,5661
1330,birth,grazer,27,20,216,167,,5662
1331,birth,grazer,2,22,21,178,,5663
1331,death,grazer,23,11,189,90,crowded,1897
1331,birth,grazer,19,23,159,188,,5664
1331,birth,grazer,7,10,59,87,,5665
1331,birth,grazer,29,23,239,184,,5666
1331,birth,grazer,6,31,53,251,,5667
1331,birth,grazer,6,31,49,250,,5668
1332,birth,grazer,5,17,41,143,,5669
1332,birth,grazer,13,10,109,85,,5670
1332,birth,grazer,15,8,120,69,,5671
1332,birth,grazer,14,28,119,224,,5672
1332,death,grazer,3,2,31,21,eaten,611
1333,death,grazer,30,3,240,28,crowded,1318
1333,birth,grazer,10,28,80,229,,5673
1333,birth,grazer,27,26,218,212,,5674
1333,birth,grazer,31,5,252,44,,5675
1333,birth,grazer,7,15,62,126,,5676
1333,birth,grazer,11,10,93,83,,5677
1333,birth,grazer,8,25,69,203,,5678
1333,birth,grazer,4,9,37,78,,5679
1333,birth,grazer,9,24,78,197,,5680
1333,birth,grazer,21,31,169,248,,5681
1333,birth,grazer,31,7,248,61,,5682
1334,birth,grazer,28,23,229,188,,5683
1334,birth,grazer,24,31,192,248,,5684
1334,birth,grazer,27,6,219,54,,5685
1334,birth,grazer,12,20,96,161,,5686
1334,birth,grazer,19,26,158,211,,5687
1334,birth,grazer,30,23,243,188,,5688
1334,birth,grazer,3,5,30,42,,5689
1334,birth,grazer,23,4,189,37,,5690
1334,birth,grazer,28,4,231,36,,5691
1335,birth,grazer,8,2,65,22,,5692
1335,birth,grazer,21,17,169,138,,5693
1335,birth,grazer,9,3,72,29,,5694
1336,birth,grazer,22,15,182,127,,5695
1336,death,grazer,23,11,186,94,crowded,981
1336,birth,grazer,2,4,23,39,,5696
1336,birth,grazer,8,6,66,51,,5697
1336,birth,grazer,4,21,32,170,,5698
1337,birth,grazer,29,5,238,47,,5699
1337,birth,grazer,19,6,152,49,,5700
1337,birth,grazer,0,26,0,215,,5701
1337,birth,grazer,24,3,196,28,,5702
1338,birth,grazer,1,30,8,247,,5703
1338,birth,grazer,21,13,174,108,,5704
1338,birth,grazer,4,17,32,136,,5705
1338,birth,grazer,18,17,149,143,,5706
1338,birth,grazer,23,9,186,74,,5707
1338,birth,grazer,21,7,169,57,,5708
1338,birth,grazer,31,5,249,45,,5709
1338,birth,grazer,17,2,143,23,,5710
1338,birth,grazer,4,31,33,252,,5711
1338,birth,grazer,22,11,177,90,,5712
1338,birth,grazer,6,18,48,145,,5713
1338,birth,grazer,13,21,104,175,,5714
1338,birth,grazer,4,17,34,138,,5715
1338,birth,grazer,17,4,143,36,,5716
1338,birth,grazer,22,5,182,41,,5717
1338,birth,grazer,19,5,157,41,,5718
1338,birth,grazer,25,5,201,46,,5719
1338,birth,grazer,22,5,182,47,,5720
1338,birth,grazer,5,31,41,249,,5721
1338,birth,grazer,28,14,230,115,,5722
1339,birth,grazer,26,3,215,27,,5723
1339,birth,grazer,5,31,47,250,,5724
1339,birth,grazer,29,10,234,85,,5725
1339,birth,grazer,10,3,83,28,,5726
1339,birth,grazer,10,22,83,178,,5727
1339,birth,grazer,23,4,184,33,,5728
1339,birth,grazer,28,3,226,28,,5729
1339,birth,grazer,23,7,186,60,,5730
1339,birth,grazer,25,12,202,102,,5731
1339,birth,grazer,14,23,113,191,,5732
1339,birth,grazer,29,15,235,125,,5733
1339,birth,grazer,17,27,143,216,,5734
1339,birth,grazer,26,22,208,178,,5735
1339,birth,grazer,21,20,172,163,,5736
1339,birth,grazer,22,8,176,64,,5737
1339,birth,grazer,22,9,182,79,,5738
1339,birth,grazer,18,22,147,176,,5739
1339,birth,grazer,27,12,216,101,,5740
1339,birth,grazer,22,8,176,67,,5741
1339,birth,grazer,31,12,250,98,,5742
1339,death,grazer,4,3,36,29,crowded,3524
1340,birth,grazer,19,4,156,35,,5743
1340,birth,grazer,28,25,229,200,,5744
1340,birth,grazer,23,7,186,56,,5745
1340,birth,grazer,24,8,192,64,,5746
1340,birth,grazer,12,24,99,195,,5747
1340,birth,grazer,31,3,248,24,,5748
1340,birth,grazer,31,3,248,24,,5749
1340,birth,grazer,18,6,148,48,,5750
1340,birth,grazer,8,31,64,249,,5751
1341,birth,grazer,16,6,132,48,,5752
1341,birth,grazer,5,4,47,32,,5753
1341,birth,grazer,20,5,167,47,,5754
1341,birth,grazer,28,8,225,65,,5755
1341,birth,grazer,27,2,218,23,,5756
1341,birth,grazer,15,7,121,60,,5757
1341,birth,grazer,23,11,191,91,,5758
1342,birth,grazer,4,18,39,150,,5759
1342,birth,grazer,19,25,152,207,,5760
1342,birth,grazer,26,21,215,173,,5761
